source_url,department_name,source_type,link_match_mode,max_pages,pages_fetched,fetch_failed,all_kiji_links,keyword_matched_links,keyword_filtered_out,matched_in_crawled_log,matched_in_db,matched_with_appearance,matched_with_contact,matched_with_person_name,db_save_rate,person_name_rate,missing_titles_sample,saved_but_no_person_sample
https://www.pref.saga.lg.jp/list00115.html,森林整備課,press_release,,1,1,0,44,11,33,1,1,0,0,0,9.1%,0.0%,佐賀県豊かな山を未来へつなぐ条例(案)についての意見募集結果 | 森林関連情報のオープンデータサイト「さがもりマップ」を公開しました。 | 「森川海人っサミット」の参加者を募集します,令和7年度「森川海人っサミット」企画・運営業務委託に係る企画提案競技(企画コンペ)の結果をお知らせします
https://www.pref.saga.lg.jp/list00072.html,水産課,press_release,,1,1,0,44,10,34,0,0,0,0,0,0.0%,,適法漁獲等証明書の交付申請に係る水産庁HP新設について | 「水産流通適正化法第10 条に基づく適法漁獲等証明書の交付等に関する取扱要領」の1部改正 | 漁業法第31条の規定に基づく漁獲量等の公表について,
https://www.pref.saga.lg.jp/list00105.html,県土企画課,press_release,,1,1,0,43,11,32,0,0,0,0,0,0.0%,,第67回佐賀県公共事業評価監視委員会を開催します | 「水上こたつ」で花見!? 堀日和(ほりびより) by佐賀県を開催します | 「非日常」を楽しむ!多布施川 de 新SUP体験イベントを開催します,
https://www.pref.saga.lg.jp/list00106.html,建設・技術課,press_release,,1,1,0,43,12,31,0,0,0,0,0,0.0%,,宅地造成及び特定盛土等規制法に基づく許可・届出の公表について | 【佐賀県】SAGA女子Con~建設未来の会~2026設立記念イベントを、開催します! | 【R7年度募集終了しました】外国人材育成セミナー(出前講座)を希望する建設業者を募集します,
https://www.pref.saga.lg.jp/list00118.html,道路課,press_release,,1,1,0,43,10,33,0,0,0,0,0,0.0%,,佐賀県長寿命化修繕計画に基づく道路施設の維持管理を実施しています | 「令和7年度 第3回 佐賀県道路啓開協議会」を開催します | “7さいめせんのこうつうあんぜん”通学路点検を実施します,
https://www.pref.saga.lg.jp/list00108.html,土地利活用課,press_release,,1,1,0,39,9,30,0,0,0,0,0,0.0%,,令和8年地価公示が公表されました | 「不動産鑑定士による不動産の無料相談会」が開催されます【4月2日開催】 | 令和7年度佐賀県土地利用審査会を開催します。,
https://www.pref.saga.lg.jp/list00109.html,まちづくり課,press_release,,1,1,0,43,16,27,3,3,2,1,0,18.8%,0.0%,佐賀県遺産認定証授与式を開催します | 認定(プレート) | 全国都市緑化フェアの名称・愛称・テーマ・開催期間が決定しました,第44回全国都市緑化フェア from SAGA会場実施計画等策定業務委託にかかる公募型プロポーザルを実施します | 佐賀城公園本丸北側エリア公園施設設計及び監修等業務に係る企画提案競技(プロポーザル方式)を実施します | 「スノーピーク グラウンズ 吉野ヶ里」開業セレモニー実施業務委託に係る公募型プロポーザルの審査結果について
https://www.pref.saga.lg.jp/list00110.html,下水道課,press_release,,1,1,0,26,5,21,1,1,1,0,0,20.0%,0.0%,水じゅんかんフェア(下半期)を開催します | 第1回さが浄化槽協議会を開催しました | 水じゅんかんフェア(上半期)を開催します,浄化槽台帳整備に係る現地調査業務委託の条件付き一般競争入札を実施します
https://www.pref.saga.lg.jp/list00113.html,建築住宅課,press_release,,1,1,0,43,10,33,1,1,0,0,0,10.0%,0.0%,建築基準法に規定する「指定道路図」の公開(鳥栖市、神埼市、吉野ヶ里町、上峰町、みやき町、基山町地区) | 建築基準法に関する取扱いを公表します(8訂版) | 建築確認申請等の窓口などのお知らせ,県営住宅の入居要件を見直し、入居募集を開始します
https://www.pref.saga.lg.jp/list00114.html,河川砂防課,press_release,,1,1,0,43,21,22,9,9,4,4,4,42.9%,44.4%,佐賀県河川管理施設長寿命化計画(排水機場・水門・樋門樋管)に基づき排水機場等の維持管理を実施していきます | 第3回佐賀県渇水対策本部準備会を開催しました | 【佐賀県】佐賀水ネット&KAWARUプロジェクト発表会及び交流会を開催します,第2回 筑後川流域水懇談会の開催について | 第24回佐賀県渇水対策連絡会を開催します | 第23回佐賀県渇水対策連絡会を開催します
https://www.pref.saga.lg.jp/list00152.html,教育総務課,press_release,,1,1,0,43,20,23,0,0,0,0,0,0.0%,,3月定例教育委員会(お知らせ) | 県内企業・学校による“体験型の”進路ガイダンスを開催します | 令和7年度佐賀工業高校×盲学校教育連携プロジェクト成果発表・贈呈式を開催します,
https://www.pref.saga.lg.jp/list00156.html,教育振興課,press_release,,1,1,0,43,15,28,5,5,3,0,2,33.3%,40.0%,令和7年度「学校支援活動」を実施しました | 令和8年度佐賀県立特別支援学校における介護等体験についてお知らせします | 令和7年度第2回佐賀大学教育学部、佐賀大学大学院学校教育学研究科との連携・協力協議会を開催しました(令和8年1月28日),佐賀県唐津地区高等学校等寄宿舎舎監業務委託契約に係る公募型プロポーザルを実施します | 佐賀県立鳥栖特別支援学校及び佐賀県立中原特別支援学校給食調理業務委託に係る総合評価一般競争入札の結果をお知らせします | 唐津青翔高等学校eスポーツ学科の教材制作等業務委託に係るプロポーザルの結果をお知らせします
https://www.pref.saga.lg.jp/list00155.html,教職員課,press_release,,1,1,0,43,15,28,4,4,0,0,0,26.7%,0.0%,教育職員免許状の再交付を申請したいとき | 令和9年度佐賀県公立学校教員採用選考試験を実施します | ペーパーティーチャー研修講座を開催します!,令和8年度佐賀県公立学校教員採用選考試験の結果についてお知らせします | 令和8年度佐賀県公立学校教員採用選考試験(秋選考)を実施します | 令和8年度佐賀県公立学校教員採用試験の受験申込状況についてお知らせします
https://www.pref.saga.lg.jp/list00158.html,学校教育課,press_release,,1,1,0,43,26,17,3,3,1,1,0,11.5%,0.0%,県立学校におけるAI「AIちゃん」によるチャット相談実証実験の開始について | 第12回佐賀県立学校生徒の自殺事案に関する第三者調査委員会を開催します | 令和8年度佐賀県立高等学校入学者選抜の最終的な合格者が決定しました,令和8年度佐賀らしい探究学習推進事業業務の企画提案競技(プロポーザル方式)の募集を行います。 | 令和8年度「心のテレホン相談事業」の委託に関する企画提案書を募集します。 | 令和8年度中高1貫教育校佐賀県立中学校入学者選抜の合格者が決定しました
https://www.pref.saga.lg.jp/list00164.html,保健体育課,press_release,,1,1,0,42,26,16,2,2,2,2,0,7.7%,0.0%,R7スポーツチャレンジ最終ランキング公開!! | 令和7年度「体力向上優良校等に対する県教育長表彰」及び「佐賀県食育推進優良校表彰」に係る表彰式を行います | 第6回「チームSAGA BUKATSU」市町連絡協議会を開催します,令和8年度県立学校生徒の結核検診業務委託に係る条件付一般競争入札を実施します | 令和8年度県立学校児童生徒の尿検査業務委託に係る条件付一般競争入札を実施します
